id	minimum_pValue	call
FBgn0003410	9.0048359844438e-09	present
FBgn0003411	0.358121541136611	absent
FBgn0003415	0.000374787533911644	present
FBgn0003416	0.0100727318731933	absent
FBgn0003423	1.26305868521977e-07	present
FBgn0003429	0.16801258459022	absent
FBgn0003430	0.113505888002517	absent
FBgn0003435	4.48540812152835e-15	present
FBgn0003444	0.00396419399479895	present
FBgn0003447	0.000118101636310532	present
FBgn0003448	NA	absent
FBgn0003449	9.49175555811798e-11	present
FBgn0003450	0.0290806349958082	absent
FBgn0003459	0.000175214948892405	present
FBgn0003460	0.00106741691145965	present
FBgn0003462	3.1146430936035e-09	present
FBgn0003463	0.00281250918028496	present
FBgn0003464	0.000240099433056824	present
FBgn0003475	1.7346198364094e-12	present
FBgn0003479	0.000185792580201093	present
FBgn0003480	0.0169392713077017	absent
FBgn0003482	0.0259217742424023	absent
FBgn0003483	0.000216687291766351	present
FBgn0003486	0.306328269432161	absent
FBgn0003495	0.00179844459250089	present
FBgn0003499	0.515571952255344	absent
FBgn0003502	0.000378986137677411	present
FBgn0003507	8.35778286809664e-06	present
FBgn0003510	0.0377981075839604	absent
FBgn0003511	2.20996758759937e-05	present
FBgn0003512	9.935687837037e-07	present
FBgn0003513	0.57413003329991	absent
FBgn0003514	5.63322468102652e-12	present
FBgn0003515	0.00984498790402728	present
FBgn0003517	4.9745005952528e-12	present
FBgn0003520	0.000172976949994891	present
FBgn0003525	0.0700133639958847	absent
FBgn0003527	7.96154891787225e-07	present
FBgn0003545	1.97761724579536e-07	present
FBgn0003557	5.11241104497515e-05	present
FBgn0003559	0.00141521140646588	present
FBgn0003567	3.02829765247267e-06	present
FBgn0003575	2.89839428421685e-05	present
FBgn0003598	3.51753915011287e-05	present
FBgn0003607	1.37290681751169e-10	present
FBgn0003612	2.6047421410954e-09	present
FBgn0003638	2.85450780519289e-07	present
FBgn0003651	0.00241601721937839	present
FBgn0003654	1.93154311725272e-09	present
FBgn0003655	0.026752851652535	absent
FBgn0003656	1.85052921092078e-10	present
FBgn0003660	1.40822514329519e-10	present
FBgn0003676	7.19129249789313e-07	present
FBgn0003683	NA	absent
FBgn0003687	0.00732554902720722	present
FBgn0003701	0.000119284992112827	present
FBgn0003710	1.84555998496954e-09	present
FBgn0003714	1.60890930534381e-07	present
FBgn0003716	0.000555184489115165	present
FBgn0003719	0.391718636492199	absent
FBgn0003720	0.491302545820936	absent
FBgn0003721	1.27588494648122e-09	present
FBgn0003731	0.0324338645173356	absent
FBgn0003733	0.125884171470402	absent
FBgn0003741	0.000903253382748808	present
FBgn0003742	8.55996169210818e-11	present
FBgn0003744	2.47797185098474e-06	present
FBgn0003747	0.0770313586875847	absent
FBgn0003748	4.23555332874707e-10	present
FBgn0003751	0.0598348916163	absent
FBgn0003861	0.0277417357119635	absent
FBgn0003862	0.00272873489266618	present
FBgn0003863	7.1415862372635e-08	present
FBgn0003865	NA	absent
FBgn0003866	0.0161971601261454	absent
FBgn0003867	0.0371143792792446	absent
FBgn0003870	1.61318709901285e-05	present
FBgn0003882	0.000212840105960064	present
FBgn0003884	9.57259202677632e-18	present
FBgn0003885	1.10932034378484e-12	present
FBgn0003886	2.0416354515486e-09	present
FBgn0003888	1.21481325277735e-10	present
FBgn0003889	2.24885974190626e-17	present
FBgn0003890	0.000621981047108532	present
FBgn0003891	1.22375577311273e-05	present
FBgn0003892	0.042896146974481	absent
FBgn0003896	0.0434737712136065	absent
FBgn0003900	1.71685100912569e-06	present
FBgn0003941	1.3667055761018e-14	present
FBgn0003942	1.15797046713446e-13	present
FBgn0003943	1.31010088988453e-19	present
FBgn0003944	0.132527473143074	absent
FBgn0003950	0.000772796551195807	present
FBgn0003961	1.41024882965942e-05	present
FBgn0003963	0.0163463772744121	absent
FBgn0003964	0.000136725984480514	present
FBgn0003965	0.0254016985961662	absent
FBgn0003969	0.00183021929692269	present
FBgn0003975	0.713593870859179	absent
FBgn0003977	0.00419999697308959	present
FBgn0003978	1.6388312307473e-05	present
FBgn0003979	0.00013974622969566	present
FBgn0003980	0.000239381695360088	present
FBgn0003983	0.0043669405700827	present
FBgn0003984	0.0945536340424704	absent
FBgn0003996	0.00074762426589489	present
FBgn0003997	0.000256285689936453	present
FBgn0004003	1.76651564688203e-07	present
FBgn0004034	0.202837934081684	absent
FBgn0004045	8.3923296512527e-15	present
FBgn0004047	1.11645990419176e-10	present
FBgn0004049	3.55359229532135e-06	present
FBgn0004050	9.69761685674868e-06	present
