id	minimum_pValue	call
FBgn0001077	0.00640255735972747	present
FBgn0001078	0.00341191980795677	present
FBgn0001079	0.0182813107718341	absent
FBgn0001083	0.620144854997619	absent
FBgn0001084	0.00212960703445454	present
FBgn0001085	0.0268349617861453	absent
FBgn0001086	4.94438814491826e-07	present
FBgn0001087	0.000237984815231058	present
FBgn0001089	2.16073210799214e-05	present
FBgn0001090	2.12182257559776e-06	present
FBgn0001091	2.20239932600982e-06	present
FBgn0001092	7.9426870945016e-07	present
FBgn0001098	4.43460568949914e-06	present
FBgn0001099	4.94875355698168e-12	present
FBgn0001104	0.000302164860245048	present
FBgn0001105	1.07698714900128e-07	present
FBgn0001108	1.58088035361852e-05	present
FBgn0001112	0.0290520481397412	absent
FBgn0001114	0.0272063556819785	absent
FBgn0001120	0.0735134959877138	absent
FBgn0001122	3.7081436089608e-05	present
FBgn0001123	9.16581112627562e-07	present
FBgn0001124	9.63631369394613e-12	present
FBgn0001125	1.80913086448203e-09	present
FBgn0001128	7.78449289415406e-05	present
FBgn0001133	0.000279022773995538	present
FBgn0001134	0.602375059083764	absent
FBgn0001137	0.00918414506219766	present
FBgn0001138	0.601181465945691	absent
FBgn0001139	2.324910802313e-06	present
FBgn0001142	0.0030663237410834	present
FBgn0001145	5.17086157007783e-05	present
FBgn0001147	0.0819592069246067	absent
FBgn0001148	0.26600173471724	absent
FBgn0001149	2.63778990763583e-10	present
FBgn0001150	NA	absent
FBgn0001168	0.000492390925838765	present
FBgn0001169	0.000102920698549084	present
FBgn0001170	NA	absent
FBgn0001174	0.158471562745873	absent
FBgn0001179	3.33143797484158e-05	present
FBgn0001180	0.739078416444735	absent
FBgn0001185	0.00176768229223235	present
FBgn0001186	0.000163865911331192	present
FBgn0001187	0.0594965612641406	absent
FBgn0001189	0.000110674948284581	present
FBgn0001197	4.667779787693e-09	present
FBgn0001202	2.76738217003176e-05	present
FBgn0001206	0.00058789130487986	present
FBgn0001208	0.32464440452231	absent
FBgn0001215	4.53013216667876e-12	present
FBgn0001216	5.84175539571557e-10	present
FBgn0001217	4.790169500246e-12	present
FBgn0001218	8.39049748613696e-09	present
FBgn0001220	1.26850077693002e-10	present
FBgn0001222	7.50196767277734e-06	present
FBgn0001223	2.11284033449892e-05	present
FBgn0001224	2.26968788457352e-10	present
FBgn0001225	6.27420293692944e-12	present
FBgn0001226	3.9843726018248e-11	present
FBgn0001227	1.12788432347669e-05	present
FBgn0001228	3.19396532550008e-11	present
FBgn0001229	0.00218346369739753	present
FBgn0001230	1.28408589098427e-08	present
FBgn0001233	1.63259425141196e-13	present
FBgn0001235	0.0958410729639692	absent
FBgn0001247	5.4105844192413e-07	present
FBgn0001248	2.85942633801428e-10	present
FBgn0001250	0.049839338032667	absent
FBgn0001253	0.758842949317426	absent
FBgn0001254	NA	absent
FBgn0001255	0.00747232010008448	present
FBgn0001256	0.268198436321337	absent
FBgn0001257	0.000185567091871547	present
FBgn0001258	1.08878165617952e-05	present
FBgn0001259	0.240150705373915	absent
FBgn0001263	0.421606141380614	absent
FBgn0001269	0.00312567982292695	present
FBgn0001276	0.0103335614613796	absent
FBgn0001280	5.47742866808062e-11	present
FBgn0001281	8.5103566386552e-16	present
FBgn0001285	NA	absent
FBgn0001291	2.94284496241095e-07	present
FBgn0001296	0.00848890831518408	present
FBgn0001297	0.000331905502953162	present
FBgn0001301	5.04093895206702e-05	present
FBgn0001308	3.2113147552945e-05	present
FBgn0001311	0.00663743027705822	present
FBgn0001313	0.000513157979663958	present
FBgn0001316	0.000111972830014459	present
FBgn0001319	0.701286507416338	absent
FBgn0001320	0.0811587807189817	absent
FBgn0001321	0.000356038028145367	present
FBgn0001323	0.171572252650291	absent
FBgn0001324	2.67595988776417e-07	present
FBgn0001325	0.0114512400085822	absent
FBgn0001330	0.00451013328557453	present
FBgn0001341	0.000302458250613969	present
FBgn0001404	0.000203864528144996	present
FBgn0001491	4.02339001265478e-08	present
FBgn0001565	0.00143594738303497	present
FBgn0001612	0.000111529649462537	present
FBgn0001624	0.000616920956082215	present
FBgn0001941	3.76579847629454e-07	present
FBgn0001942	3.06191124211988e-11	present
FBgn0001961	3.71351226855111e-08	present
FBgn0001965	0.000309330398489868	present
FBgn0001967	0.000191428172348337	present
FBgn0001970	2.13402300435295e-06	present
FBgn0001977	1.20808382224931e-06	present
FBgn0001978	4.54229181716977e-06	present
FBgn0001981	0.0039178648499064	present
FBgn0001983	NA	absent
FBgn0001986	1.29206472445865e-05	present
FBgn0001987	0.00321484681096067	present
FBgn0001989	5.05376137355936e-08	present
FBgn0001990	0.000236371540090243	present
FBgn0001991	0.000193887115895875	present
FBgn0001992	0.0080210736448708	present
FBgn0001994	0.00030194367444915	present
FBgn0001995	1.05849038640077e-05	present
FBgn0002021	4.96768501033188e-07	present
FBgn0002022	1.0868274902219e-07	present
FBgn0002023	2.816067244716e-05	present
FBgn0002031	1.48133208664097e-09	present
FBgn0002036	3.8606174735925e-10	present
FBgn0002044	3.98669137460666e-05	present
FBgn0002069	7.00297396160481e-06	present
FBgn0002121	6.00195912354524e-05	present
FBgn0002174	7.16081978637395e-10	present
FBgn0002183	1.63066785654129e-06	present
FBgn0002283	8.3234562978839e-07	present
FBgn0002284	2.73868571724945e-10	present
FBgn0002306	0.000485899975941027	present
FBgn0002354	6.77163093270885e-07	present
FBgn0002413	2.46035815225798e-06	present
FBgn0002431	6.99564141914e-07	present
FBgn0002440	0.0653507379795952	absent
FBgn0002441	4.56163991725619e-05	present
FBgn0002466	0.000205017958412445	present
FBgn0002521	6.74285814816004e-08	present
FBgn0002522	0.00208768102299255	present
FBgn0002524	0.000106011900231115	present
FBgn0002525	3.08695762908348e-07	present
FBgn0002526	0.00962702959458329	present
FBgn0002531	NA	absent
FBgn0002533	0.355811298922132	absent
FBgn0002534	0.080709239190248	absent
FBgn0002535	0.185123455387813	absent
FBgn0002542	2.44113931835329e-06	present
FBgn0002543	0.00654442277128521	present
FBgn0002552	0.00016081169470417	present
FBgn0002561	NA	absent
FBgn0002562	NA	absent
FBgn0002563	0.266225480577034	absent
FBgn0002564	0.0968319240785656	absent
FBgn0002565	0.00032901834220545	present
FBgn0002566	1.75803656286315e-06	present
FBgn0002567	5.90405002585158e-07	present
FBgn0002569	0.40234541880872	absent
FBgn0002570	NA	absent
FBgn0002571	0.592502888190589	absent
FBgn0002573	0.0052820620980268	present
FBgn0002576	0.425800559513671	absent
FBgn0002577	0.136364620992882	absent
FBgn0002578	NA	absent
FBgn0002579	1.14823519941825e-10	present
FBgn0002590	2.10826649326244e-09	present
FBgn0002592	0.20283593425093	absent
FBgn0002593	5.88319419854692e-11	present
FBgn0002609	0.0588591288239789	absent
FBgn0002622	3.04698071733506e-10	present
FBgn0002626	5.64522576078771e-10	present
FBgn0002629	0.295627972677879	absent
FBgn0002631	NA	absent
FBgn0002632	NA	absent
FBgn0002633	0.357788202269944	absent
FBgn0002638	1.79020979047814e-07	present
FBgn0002641	0.00501415387379006	present
FBgn0002643	0.000994526745857422	present
FBgn0002645	3.42097520568927e-07	present
FBgn0002673	1.24156344124877e-08	present
FBgn0002707	0.00731708591863612	present
FBgn0002709	9.30256719782485e-09	present
FBgn0002715	9.35598964969826e-09	present
FBgn0002716	0.00978452135864504	present
FBgn0002719	1.02061040141148e-09	present
FBgn0002723	0.0051976605996455	present
FBgn0002732	0.247356169051284	absent
FBgn0002733	0.0744197639426954	absent
FBgn0002734	0.188162746297994	absent
FBgn0002735	0.355548132915347	absent
FBgn0002736	6.35824721478882e-06	present
FBgn0002772	6.74247120795468e-05	present
FBgn0002773	0.000187082473787632	present
FBgn0002774	1.0186950123535e-05	present
FBgn0002775	1.6143892369535e-05	present
FBgn0002778	0.0111221738738668	absent
FBgn0002780	3.73704590646696e-06	present
FBgn0002781	6.93174511718328e-07	present
FBgn0002783	0.00010122683179492	present
FBgn0002787	2.81615302560754e-09	present
FBgn0002789	3.69349540866336e-05	present
FBgn0002791	4.93850880741136e-07	present
FBgn0002838	5.68000779727146e-07	present
FBgn0002842	7.04856373928326e-08	present
FBgn0002855	NA	absent
FBgn0002856	NA	absent
FBgn0002862	1.71164120354942e-19	present
FBgn0002863	2.57020405103004e-06	present
FBgn0002865	1.20696424580517e-15	present
FBgn0002868	2.15789408764572e-11	present
FBgn0002869	NA	absent
FBgn0002872	5.6577407592423e-05	present
FBgn0002873	5.42139637040006e-08	present
FBgn0002878	0.00126481300849193	present
FBgn0002887	9.32963335999805e-05	present
FBgn0002891	0.00161858555218349	present
FBgn0002899	0.000536202652849571	present
FBgn0002901	2.61456915579937e-05	present
FBgn0002905	0.000737016097590334	present
FBgn0002906	2.94906210006285e-06	present
FBgn0002909	2.19061305211203e-05	present
FBgn0002914	4.27232420246561e-08	present
FBgn0002917	0.0158692065761923	absent
FBgn0002921	7.17368208968502e-07	present
FBgn0002922	0.503249973265997	absent
FBgn0002924	4.13517785548188e-06	present
FBgn0002926	0.22956996548002	absent
FBgn0002930	0.00086719613316684	present
FBgn0002931	2.64242382569661e-05	present
FBgn0002932	1.76328501922517e-06	present
FBgn0002933	NA	absent
FBgn0002936	NA	absent
FBgn0002937	0.159400896760201	absent
FBgn0002938	0.682257341006178	absent
FBgn0002939	0.467165855733767	absent
FBgn0002940	0.0832527128236024	absent
FBgn0002941	NA	absent
FBgn0002945	0.216326446119126	absent
FBgn0002948	0.0252435627631581	absent
FBgn0002962	0.00074147060579966	present
FBgn0002973	1.51149102923504e-06	present
FBgn0002985	0.0323460085901502	absent
FBgn0002989	0.000951493408964984	present
FBgn0003002	0.752517304982097	absent
FBgn0003008	1.1919753900213e-06	present
FBgn0003009	1.59934559402709e-06	present
FBgn0003011	0.0401108597195458	absent
FBgn0003015	0.301443289943746	absent
FBgn0003016	0.00318325939695672	present
FBgn0003023	0.00535741669189474	present
FBgn0003028	0.181452209284367	absent
FBgn0003034	NA	absent
FBgn0003041	0.00221595774293197	present
FBgn0003042	0.0020400405095891	present
FBgn0003044	1.20572954541919e-05	present
FBgn0003046	0.0189174078194106	absent
FBgn0003048	0.000641712936691373	present
FBgn0003053	0.000180465232273513	present
FBgn0003057	NA	absent
FBgn0003060	0.136292901480675	absent
FBgn0003062	6.34673002864364e-07	present
FBgn0003065	0.273276319532002	absent
FBgn0003067	0.000813108957934596	present
FBgn0003068	0.102741953067468	absent
FBgn0003071	2.75164616796057e-10	present
FBgn0003074	2.5488765897478e-10	present
FBgn0003076	0.000376632101051593	present
FBgn0003079	0.00065227251433708	present
FBgn0003082	0.000223011182007856	present
FBgn0003086	NA	absent
FBgn0003087	1.93880094781662e-08	present
FBgn0003089	0.0194263696856736	absent
FBgn0003090	0.0939957358592532	absent
FBgn0003091	0.684481540720911	absent
FBgn0003093	0.00312377855130574	present
FBgn0003114	0.0961393391184022	absent
FBgn0003116	3.6766376503505e-05	present
FBgn0003117	0.68395881799298	absent
FBgn0003118	0.113447757815408	absent
FBgn0003124	2.40947525616118e-09	present
FBgn0003129	0.0580610599182155	absent
FBgn0003130	0.466999399795806	absent
FBgn0003132	1.32565253405679e-09	present
FBgn0003134	8.23829236245524e-07	present
FBgn0003137	0.160548528155168	absent
FBgn0003139	0.000757865216594362	present
FBgn0003140	1.68750978587949e-08	present
FBgn0003141	3.2159926086271e-05	present
FBgn0003145	0.00116312981521503	present
FBgn0003149	0.00401041214841853	present
FBgn0003159	1.82671263628508e-08	present
FBgn0003162	0.192446207168977	absent
FBgn0003165	0.00149092416159704	present
FBgn0003169	0.000115622895717004	present
FBgn0003174	0.22248292899616	absent
FBgn0003175	0.00124748846114181	present
FBgn0003187	1.86071423861067e-09	present
FBgn0003189	0.000103290940261563	present
FBgn0003204	0.00147662472519203	present
FBgn0003205	1.56350556996279e-05	present
FBgn0003206	7.69412940797857e-06	present
FBgn0003209	0.000450667580701752	present
FBgn0003210	4.5001455195326e-05	present
FBgn0003218	2.72463907188143e-07	present
FBgn0003227	0.00999487808571847	present
FBgn0003231	2.7662036775008e-08	present
FBgn0003248	0.0418033346455048	absent
FBgn0003249	0.42247265830548	absent
FBgn0003250	0.000111152598559654	present
FBgn0003254	1.53435268538583e-05	present
FBgn0003255	0.269725388303084	absent
FBgn0003256	1.24587511921561e-05	present
FBgn0003257	0.00297162976833874	present
FBgn0003261	3.87682279744892e-07	present
FBgn0003267	0.0421701862412978	absent
FBgn0003268	0.000579851638663627	present
FBgn0003270	NA	absent
FBgn0003274	1.49115413584879e-12	present
FBgn0003275	3.55458849845264e-10	present
FBgn0003277	0.00130321981028474	present
FBgn0003278	0.00369783311240873	present
FBgn0003279	5.87309052774004e-09	present
FBgn0003285	0.398738105910849	absent
FBgn0003292	0.0839704553050533	absent
FBgn0003295	0.60727955950172	absent
FBgn0003300	0.660779691934297	absent
FBgn0003301	0.0129410486025781	absent
FBgn0003302	9.32085395491028e-09	present
FBgn0003308	0.0104600234225178	absent
FBgn0003310	2.23865233217332e-05	present
FBgn0003312	0.0164040805870702	absent
FBgn0003313	0.0235467353632354	absent
FBgn0003317	7.49270032646422e-06	present
FBgn0003319	0.533725555319778	absent
FBgn0003321	8.52371861767314e-08	present
FBgn0003326	0.690721702363086	absent
FBgn0003330	0.000102754503908914	present
FBgn0003334	2.66493921327896e-05	present
FBgn0003339	NA	absent
FBgn0003345	1.11893633659424e-05	present
FBgn0003346	4.02417126321468e-08	present
FBgn0003353	0.000473649450146143	present
FBgn0003356	NA	absent
FBgn0003357	0.386184153206124	absent
FBgn0003358	0.341301280833108	absent
FBgn0003360	3.25947591787749e-08	present
FBgn0003366	0.0030460801986946	present
FBgn0003371	4.19177280250266e-08	present
FBgn0003372	0.813832891800125	absent
FBgn0003373	NA	absent
FBgn0003374	NA	absent
FBgn0003375	NA	absent
FBgn0003377	0.0518306295931318	absent
FBgn0003378	0.0645970767648927	absent
FBgn0003380	0.0762756197596162	absent
FBgn0003382	0.239355501368276	absent
FBgn0003386	0.000245446315206259	present
FBgn0003388	0.000138113467667192	present
FBgn0003390	0.00245839525162717	present
FBgn0003391	6.84502579077747e-05	present
FBgn0003392	1.95198344534237e-08	present
FBgn0003396	0.000199036694270627	present
FBgn0003401	0.000942316987719816	present
FBgn0003410	5.10895144738028e-08	present
FBgn0003411	NA	absent
FBgn0003415	0.000187393766955822	present
FBgn0003416	0.00571694409482255	present
FBgn0003423	4.21019561739922e-08	present
FBgn0003429	0.088625398646484	absent
FBgn0003430	0.0454023552010066	absent
FBgn0003435	2.54411320449896e-14	present
FBgn0003444	0.00264279599653263	present
FBgn0003447	5.11770508013638e-05	present
FBgn0003448	NA	absent
FBgn0003449	3.67663744328528e-07	present
FBgn0003450	0.0171670559198317	absent
FBgn0003459	8.55124159372684e-05	present
FBgn0003460	0.000533708455729825	present
FBgn0003462	1.4856467764163e-09	present
FBgn0003463	0.00115614131648807	present
FBgn0003464	0.00060886910635063	present
FBgn0003475	1.31560571113514e-10	present
FBgn0003479	7.71049271534277e-05	present
FBgn0003480	0.010163562784621	absent
FBgn0003482	0.0194413306818017	absent
FBgn0003483	7.22290972554503e-05	present
FBgn0003486	0.306328269432161	absent
FBgn0003495	0.000638879936740338	present
FBgn0003499	0.429246817980869	absent
FBgn0003502	0.000252657425118274	present
FBgn0003507	0.000565597739167314	present
FBgn0003510	0.0339296111828251	absent
FBgn0003511	6.68338130880081e-05	present
FBgn0003512	2.62038186431257e-05	present
FBgn0003513	0.35546716479808	absent
FBgn0003514	1.11423736797876e-07	present
FBgn0003515	0.242739936577266	absent
FBgn0003517	9.35479380169118e-10	present
FBgn0003520	5.76589833316302e-05	present
FBgn0003525	0.0560106911967078	absent
FBgn0003527	2.65384963929075e-07	present
FBgn0003545	9.8880862289768e-08	present
FBgn0003557	0.000296561240216654	present
FBgn0003559	0.000471737135488626	present
FBgn0003567	5.97206728183829e-06	present
FBgn0003575	0.000214467896555874	present
FBgn0003598	0.000141572609931503	present
FBgn0003607	2.56253403295824e-08	present
FBgn0003612	5.54156903121736e-08	present
FBgn0003638	0.000405151357179871	present
FBgn0003651	0.00122033376906682	present
FBgn0003654	9.39966651020164e-08	present
FBgn0003655	0.0132100267719456	absent
FBgn0003656	1.19229392565447e-08	present
FBgn0003660	7.28183804725709e-09	present
FBgn0003676	2.39709749929771e-07	present
FBgn0003683	NA	absent
FBgn0003687	0.00244184967573574	present
FBgn0003701	3.9761664037609e-05	present
FBgn0003710	0.00209700824562182	present
FBgn0003714	2.0648225748183e-05	present
FBgn0003716	0.000523168572798122	present
FBgn0003719	0.293788977369149	absent
FBgn0003720	0.42504229171574	absent
FBgn0003721	2.49819711839323e-06	present
FBgn0003731	0.0296265040211136	absent
FBgn0003733	0.0503536685881609	absent
FBgn0003741	0.000516101554370724	present
FBgn0003742	4.78809309706704e-08	present
FBgn0003744	1.54901167850524e-05	present
FBgn0003747	0.05957218664014	absent
FBgn0003748	7.7970898465601e-09	present
FBgn0003751	0.0398899277442	absent
FBgn0003861	0.289100510095542	absent
FBgn0003862	0.000909578297555393	present
FBgn0003863	0.375332493997274	absent
FBgn0003865	NA	absent
FBgn0003866	0.00539905337538179	present
FBgn0003867	0.459459173821603	absent
FBgn0003870	5.25183814185961e-05	present
FBgn0003882	8.21060735121278e-05	present
FBgn0003884	2.70101842209684e-15	present
FBgn0003885	2.56881729865363e-11	present
FBgn0003886	1.14994759600975e-08	present
FBgn0003888	4.03084753042012e-08	present
FBgn0003889	1.38840405632003e-15	present
FBgn0003890	0.00535057319917492	present
FBgn0003891	4.07918591037578e-06	present
FBgn0003892	0.0410500093165268	absent
FBgn0003896	0.0817666788830579	absent
FBgn0003900	1.85259521527221e-05	present
FBgn0003941	1.86886675527238e-10	present
FBgn0003942	1.33742902366493e-11	present
FBgn0003943	6.24360076553185e-17	present
FBgn0003944	0.0795164838858442	absent
FBgn0003950	0.00039036515313078	present
FBgn0003961	0.0227379893521333	absent
FBgn0003963	0.0108975848496081	absent
FBgn0003964	0.00363443173114348	present
FBgn0003965	0.0957971437943472	absent
FBgn0003969	0.000915109648461345	present
FBgn0003975	0.547154954377185	absent
FBgn0003977	0.00544794278591493	present
FBgn0003978	7.24432830954588e-05	present
FBgn0003979	NA	absent
FBgn0003980	0.280832797019914	absent
FBgn0003983	NA	absent
FBgn0003984	0.0397417852286015	absent
FBgn0003996	0.000373812132947445	present
FBgn0003997	0.00082503979316245	present
FBgn0004003	0.00228248346337471	present
FBgn0004034	0.101418967040842	absent
FBgn0004045	0.376851325502789	absent
FBgn0004047	0.000872500561866096	present
FBgn0004049	7.40865429166083e-06	present
FBgn0004050	7.59708473975034e-06	present
FBgn0004052	0.00582623718986008	present
FBgn0004053	0.262252307857226	absent
FBgn0004054	NA	absent
FBgn0004055	0.00272796607107444	present
FBgn0004057	4.58431079185908e-07	present
FBgn0004066	4.08098684915796e-07	present
FBgn0004087	0.000784396817156558	present
FBgn0004101	0.00987529046612675	present
FBgn0004102	0.00148058509647279	present
FBgn0004103	1.34330823347121e-07	present
FBgn0004106	3.37951148560808e-07	present
FBgn0004107	0.000661517562449712	present
FBgn0004108	0.00633647512009924	present
FBgn0004110	0.374359793930416	absent
