"species_id"	"run_ids"	"reads_size"	"rnaseq_lib_path"	"transcriptome_path"	"annotation_path"	"output_directory"	"custom_intergenic_path"	"devStage"
7227	"-"	51	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX109278/"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.cdna.all.fa"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.51.chr.gtf"	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX109278/"	"-"	"day 4 of adulthood (ID : FBdv:00007079)"
7227	"-"	51	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX109279/"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.cdna.all.fa"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.51.chr.gtf"	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX109279/"	"-"	"day 4 of adulthood (ID : FBdv:00007079)"
7227	"-"	51	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX493950/"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.cdna.all.fa"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.51.chr.gtf"	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX493950/"	"-"	"day 4 of adulthood (ID : FBdv:00007079)"
7227	"-"	51	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX493999/"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.cdna.all.fa"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.51.chr.gtf"	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX493999/"	"-"	"day 4 of adulthood (ID : FBdv:00007079)"
7227	"-"	51	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX1720957/"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.cdna.all.fa"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.51.chr.gtf"	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX1720957/"	"-"	"fully formed stage (ID : UBERON:0000066)"
7227	"-"	51	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX1720958/"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.cdna.all.fa"	"/Users/minooashtiani/Desktop/UNIL.task/annotation/Drosophila_melanogaster.BDGP6.32.51.chr.gtf"	"/Users/minooashtiani/Desktop/UNIL.task/bgeecall_exercise/SRX1720958/"	"-"	"fully formed stage (ID : UBERON:0000066)"
